t_s,route,status,latency_ms,backend,ok
0.042,message,201,13.620,backend-2,true
0.039,message,201,16.430,backend-3,true
0.041,message,201,14.500,backend-2,true
0.035,message,201,20.520,backend-2,true
0.052,message,201,3.490,backend-3,true
0.041,message,201,14.770,backend-3,true
0.039,message,201,16.530,backend-3,true
0.043,message,201,13.100,backend-3,true
0.053,message,201,2.950,backend-3,true
0.026,message,201,29.500,backend-1,true
0.040,message,201,15.950,backend-2,true
0.043,message,201,13.200,backend-3,true
0.043,message,201,13.190,backend-3,true
0.038,message,201,17.720,backend-3,true
0.053,message,201,2.950,backend-3,true
0.051,message,201,4.550,backend-3,true
0.042,message,201,13.590,backend-3,true
0.041,message,201,15.090,backend-2,true
0.040,message,201,15.730,backend-3,true
0.036,message,201,19.890,backend-3,true
0.036,message,201,19.880,backend-3,true
0.049,message,201,6.970,backend-3,true
0.036,message,201,20.000,backend-3,true
0.042,message,201,13.370,backend-3,true
0.049,message,201,7.010,backend-2,true
0.040,message,201,16.060,backend-3,true
0.039,message,201,16.820,backend-2,true
0.037,message,201,18.660,backend-3,true
0.043,message,201,13.290,backend-2,true
0.052,message,201,3.490,backend-2,true
0.035,message,201,21.240,backend-2,true
0.052,message,201,4.050,backend-2,true
0.049,message,201,7.830,backend-2,true
0.042,message,201,14.390,backend-3,true
0.044,message,201,12.950,backend-2,true
0.043,message,201,13.950,backend-2,true
0.042,message,201,15.010,backend-3,true
0.046,message,201,11.210,backend-2,true
0.046,message,201,11.240,backend-2,true
0.053,message,201,4.540,backend-2,true
0.042,message,201,15.550,backend-2,true
0.048,message,201,9.610,backend-2,true
0.037,message,201,19.970,backend-3,true
0.053,message,201,4.640,backend-2,true
0.052,message,201,5.000,backend-2,true
0.049,message,201,8.660,backend-2,true
0.040,message,201,17.330,backend-3,true
0.051,message,201,6.260,backend-2,true
0.052,message,201,5.500,backend-2,true
0.053,message,201,4.730,backend-2,true
0.052,message,201,5.380,backend-2,true
0.051,message,201,6.910,backend-2,true
0.037,message,201,20.240,backend-3,true
0.051,message,201,6.360,backend-2,true
0.039,message,201,18.280,backend-2,true
0.037,message,201,20.130,backend-3,true
0.042,message,201,15.310,backend-3,true
0.041,message,201,16.830,backend-2,true
0.041,message,201,16.990,backend-1,true
0.039,message,201,18.120,backend-2,true
0.028,message,201,30.010,backend-1,true
0.027,message,201,30.190,backend-1,true
0.036,message,201,21.830,backend-2,true
0.039,message,201,18.290,backend-2,true
0.036,message,201,21.930,backend-2,true
0.040,message,201,18.070,backend-2,true
0.054,message,201,4.050,backend-3,true
0.040,message,201,18.170,backend-2,true
0.047,message,201,11.050,backend-1,true
0.053,message,201,4.550,backend-1,true
0.054,message,201,4.170,backend-3,true
0.039,message,201,18.780,backend-2,true
0.042,message,201,15.830,backend-3,true
0.053,message,201,4.790,backend-1,true
0.054,message,201,4.500,backend-3,true
0.053,message,201,4.930,backend-1,true
0.036,message,201,22.350,backend-2,true
0.036,message,201,22.410,backend-2,true
0.042,message,201,15.980,backend-3,true
0.053,message,201,4.980,backend-1,true
0.036,message,201,22.440,backend-2,true
0.036,message,201,22.180,backend-2,true
0.053,message,201,5.100,backend-1,true
0.040,message,201,18.400,backend-3,true
0.040,message,201,19.940,backend-3,true
0.051,message,201,8.420,backend-1,true
