t_s,route,status,latency_ms,backend,ok
0.079,message,201,15.220,backend-2,true
0.079,message,201,15.160,backend-2,true
0.081,message,201,13.270,backend-1,true
0.080,message,201,13.970,backend-1,true
0.081,message,201,13.300,backend-3,true
0.081,message,201,12.840,backend-1,true
0.082,message,201,11.890,backend-3,true
0.085,message,201,9.160,backend-2,true
0.080,message,201,13.890,backend-1,true
0.078,message,201,15.510,backend-1,true
0.011,message,201,82.580,backend-3,true
0.085,message,201,9.110,backend-2,true
0.082,message,201,11.530,backend-1,true
0.086,message,201,8.700,backend-2,true
0.085,message,201,9.310,backend-2,true
0.086,message,201,8.460,backend-2,true
0.014,message,201,80.370,backend-3,true
0.085,message,201,10.260,backend-1,true
0.082,message,201,12.500,backend-1,true
0.086,message,201,8.730,backend-2,true
0.085,message,201,9.650,backend-2,true
0.084,message,201,10.730,backend-1,true
0.086,message,201,8.870,backend-2,true
0.044,message,201,50.650,backend-1,true
0.085,message,201,10.230,backend-3,true
0.085,message,201,9.650,backend-2,true
0.084,message,201,10.560,backend-1,true
0.080,message,201,15.010,backend-3,true
0.016,message,201,79.340,backend-2,true
0.085,message,201,9.790,backend-2,true
0.085,message,201,9.740,backend-2,true
0.087,message,201,8.450,backend-2,true
0.082,message,201,13.560,backend-1,true
0.086,message,201,8.720,backend-2,true
0.085,message,201,10.160,backend-2,true
0.087,message,201,8.530,backend-2,true
0.087,message,201,8.550,backend-2,true
0.083,message,201,11.970,backend-3,true
0.080,message,201,15.240,backend-1,true
0.016,message,201,79.620,backend-2,true
0.080,message,201,14.950,backend-1,true
0.082,message,201,13.450,backend-1,true
0.085,message,201,9.910,backend-2,true
0.086,message,201,8.760,backend-2,true
0.083,message,201,11.980,backend-1,true
0.082,message,201,12.740,backend-3,true
0.081,message,201,13.970,backend-1,true
0.085,message,201,9.750,backend-2,true
0.085,message,201,9.810,backend-2,true
0.084,message,201,11.110,backend-1,true
0.083,message,201,12.460,backend-1,true
0.082,message,201,12.800,backend-1,true
